sender,text,intent,label
GCash,Additional puhunan ba kamo? Sagot ka namin! May PHP 250 QR voucher ka pa when you apply for a GLoan.,Commercial Spam,1
SMART,3/3 or you will incur charges. Immediately report any suspicious calls or messages for FREE by calling us at *888.,Commercial Spam,1
+63985****452,Great News! You are chosen to be the lucky winner of our NetflÃ­x T-shirt and Mug. To continue the process reply YES. Thank you for choosing Globe Postpaid.,Prize Scam,10
+63900****000,[NAME].! Take on the challenge of Unibet's Daily Mission and earn up to 3000 pesos! Play and claim your rewards. uninowph0.com,Gambling Scam,3
+63981****211,"<name>,nagbigay ng pera ang mybitglobal, pindutin para magbukas ng account at may 600p http://casjp3.com",Investment Scam,6
+63981****567,bet.cassenatrundling.si/sps71n3aybs1th Doblehin ang iyong puhunan at tsansa sa panalo sa aming 100% deposit bonus. Maglaro na!,Gambling Scam,3
+63640****000,"Twin Bonanza Month-End Giveaway at SugarPlay! Win up to 128,888 prizes! New users get 2,000 free on sign-up! Explore More Event 58,888 Free Bonus at sp7go.com",Raffle Scam,11
+63912****882,Cold Monday! This is your Lucky Day! DAhil nandit0 na si apkgametop.com/LivePH na laging nag bibigay ng premyo at B0nu$! Kaya Try m0 na dito! The Be$st dito.,Gambling Scam,3
+6395171***94,"Get ready to win big! Sbet VIP offers 88,888p Bonus! New players enjoy 3,000p Welcome Bonus + daily treats! Join now at SBGame.de !",Gambling Scam,3
+63908****331,FREE 5% gamit ang MAYA?Claim mo na ngayon!Sign up ka na mn.p99b.xyz/jfnejcu6,Bank Scam,0
+63909****420,(Name)! Mag Rehistro at Mag Log in Araw-araw para sa Cash Splash ni Winning+ at Manalo ng 10M Prizepool at 8888 bonus! wlove14.com/WIN14MAX,Raffle Scam,11
+63900****000,Congratulations You are the one lucky player to w1n up to 3888 P ! Only available today ! r3gister and cl@im n0w ! tinyurl.com/Ds895h,Gambling Scam,3
+63981****705,"CONGRATULATIONS! Ang unang 1000 users ay makakakuha ng ¤10,000 cash raffle entry pag nagbukas ng claim account. Halika dito at sumali sa weekly draw: http://buumji.com",Raffle Scam,11
+63981****817,"Maglaro na sa Slot, Fishing at Card game para makuha ang Free bonus up to 188888P:pub33.tv",Gambling Scam,3
BDO Deals,"20% OFF (up to P250) on foodpanda w/ BDO Credit Card! Use BDODEALS on P800 spend (Fri-Sun 1/30-4/5/26).For T&C,search foodpanda at deals .bdo .com .ph DTI247920",Commercial Spam,1
+63981****180,ew PH Game Platform Online ! Let Play U Prefer Game AND WiN BIG CasH! Register Now FREE 178 BONUS. ONLY AT cod11.cc,Gambling Scam,3
+63900****000,100%-150% na bonus sa unang deposito araw-araw joiu02vi.ca,Investment Scam,6
GCash,"May budget pangregalo ka na, may voucher ka pa when you pay with GGives! Get a P500 Voucher with a min. spend of P6,500 using GGives. I-GGives mo na 'yan! Promo runs from Nov. 23-30 and Dec. 15-22. Per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",Commercial Spam,1
+63970****571,"anepiaparada.la/tb6r8ii6z2lw79ke7y I-double ang pondo, i-double ang fun. 100% deposit bonus, para sa'yo na!",Gambling Scam,3
BDO Deals,Get 20% OFF + FREE Shipping on Amazon's Black Friday Sale w/ BDO Cards! Use code BDODEALS20 on USD100 spend til 12/3.Search Amazon on BDO site for T&C.DTI208112,Commercial Spam,1
+63944****210,Gising ka pa? I need to ask something.,HAM,5
+63981****917,ikaw ang maswerteng na pili SaF2rxfQYl8= na makakuha ng libreng Slot game bonus at libreng 3000 bonus. Iclaim ito upang makapaglaro at manalo. ti4yougame.com/M3lig3y3ng-P3gd3t1ng,Gambling Scam,3
+63917****657,"You are today's lucky winner of P60,000 cash prize plus brand new laptop! Claim your reward within 24 hours: https://ibb.co/gWvf0s2",Prize Scam,10
+63970****557,"I have a genuine business for you.Pls write me through my email for more detail.do not text back, just write a mail only to> jamesparker2520@yahoo.com",Job Scam,7
+63900****000,Pagsimulan na ang iyong adventure sa W19 Games! May 100% na bonus sa unang load mo kapag nag-sign up ka!w19s11.xyz,Prize Scam,10
+63900****000,"Tito, nagdeposito lang ako ng P177 sa 177BET at nakakuha ako ng 100% cash. Nanalo ako ng P53627. Halika, huwag sabihin kahit kanino! 177bet3.loan",Loan Scam,8
GCash,"May budget pangregalo ka na, may voucher ka pa when you pay with GGives! Get a P500 Voucher with a min. spend of P6,500 using GGives. I-GGives mo na 'yan! Promo runs from Nov. 23-30, and Dec. 15-22 Per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",Commercial Spam,1
+63985****839,"<REAL NAME>, Baka dito ka na swerte, tara register ka na sa funplay88.online",Gambling Scam,3
BDO Deals,"Enjoy up to 12% Cashback on Booking .com w/ BDO Cards! Book your stay via booking .com/bdoph from 5/4-6/25.For T&C, search Booking .com at BDO website.DTI223798",Commercial Spam,1
gcash,"Want the new iPhone 14 with P8,000 discount? Plus, enjoy light and easy payments with 0% Citi PayLite up to 24 months. Grab this GCash special offer until Dec 31, 2022 only! Terms and conditions apply. Valid for new Citi customers only. Click on the Citi x iPhone ad in the You'll love this! section of your GCash app to apply.",Commercial Spam,1
+63951****900,"<REAL NAME>, Tongits go is now available here at SBET! Play and win a Brandnew Iphone14 Pro (256)gb and more! Click here!sbetphwin.com"")",Gambling Scam,3
+63950****138,"Approved ka na! Approved for up to ?3,000,000 housing/personal loan with low 1% monthly interest to get your dream Pasay condo near MOA. No collateral or payslip needed. Click here to settle the ?1,500 processing fee and release your cash instantly via GCash: http://lfhh5x.com",Loan Scam,8
+6396027***65,*CS online 24/7 to assist you IDownload lang ang 7XM APP at manalo up to P200 GAME. Itype Ito sa browser ang: 7xm03.com/r,Gambling Scam,3
+63981****743,FLASH EXPRESS: Ang iyong parcel ay hindi maipadala dahil sa kulang o maling delivery address. Mangyaring i-update ang iyong detalye rito para mai-schedule ang delivery bukas: http://bitglobalgood.com,Delivery Scam,2
+63985****803,Payday Blast is here! Claim your 6888p Bonus & Chance to win a Samsung UHD worth 29999p. New players get free Welcome Bonus of 1000p+177p at GoJackpotph15.icu,Gambling Scam,3
BDO Deals,"Continue to book exclusive fares at The Great BDO Travel Sale-Manila fr. select travel partners w/ BDO Cards as low as USD270 (Economy) & USD780 (Business) to Japan, USD394 (Economy) & USD2,816 (Business) to USA, USD638 (Economy) & USD2,298 (Business) to Europe. Avail via online at www. travel. bdo. com. ph, reservations hotline or ticket office. Promo til 6/23/24, unless specified. Search The Great BDO Travel Sale-Manila on BDO website for T&C. DTI194461",Commercial Spam,1
+63981****938,Hi this is Inspiro. Earn up to 100K and get *20K Joining Bonus as INBOUND Sales Specialist. Click here to apply: https://talkpu.sh/3PKja,Job Scam,7
+63981****832,Gumamit ng leverage at yumaman sa isang ataw! Kailangan lang sumali at magdownload https://t.hxfxph.com/MRGyp,Investment Scam,6
BDO Deals,Get up to P5K Cashback when you Shop & Dine w/ BDO Mastercard Credit Card for a cumulative spend: -P50K for P2.5K Cashback -P100K for P5K Cashback *Min. P2K per transaction. Enroll using Promo ID 432A4649AA Promo runs until 10/31/24. Search Shop and Dine Cashback on BDO website for T&Cs. DTI201501.,Commercial Spam,1
+63962****985,"71-9Y Game Club Google search {9Y1 5.C OM}, Gcash recharge to get 3%, recharge 100 to get 200, recharge every day to get 66, sign in bonus to get 35, lucky roulette draw 8888 and iPhone14 every day",Gambling Scam,3
+63981****408,"ACCASINO Live Dealer: P800 free credits pag mag-login ngayon. Baccarat, roulette, slots available 24/7: http://accasino12.com/login",Gambling Scam,3
+63900****000,"Tandaang mag-log in araw-araw para mag-claim ng mga reward! Ang maximum na limitasyon ay P1,777 7a2bvd.loan",Loan Scam,8
+63985****865,"<REAL NAME>, The popular Online Casino is in here at W+! Bet now and win more plus win an Iphone 14PRO! winpluspromo.com",Gambling Scam,3
+63963****126,"""We received your interest in applying for a Unionbank Credit Card. We are now processing your application. Kindly send only 2 valid IDs to the processing team via TELEGRAM at 09752571580 Once we receive your ID, please wait for our verification call.""",Bank Scam,0
+6398555***10,"You have unpaid traffic penalties/fines, please check your violation information throug madac.tw and process it to avoid driving license revocation",Government Spoofing,4
+6394602***58,"THIS WEEK ONLY! CRISPYBET FREE CHICKENJOY for every signup. Daily Bonus up to P50,000! >>> crispybet.tw <<<",Gambling Scam,3
+6391281***26,"Salamat sa paggamit ng google, makakakuha ka ng p1555 mula sa mga sponsor. CASIN0: winpog.live SL0T: phbestg.live Or goog|e '100954321' .V",Gambling Scam,3
+63981****284,It's very important that you should contact my email as soon as possible regarding your job application status.,Job Scam,7
+6398553***31,Magrehistro online para sa mga laro ng slot at makakuha ng P77: henda.online,Gambling Scam,3
+6395159***80,"TGIF vibes at GoJackpot ! Don't miss out on the PayDay Blast ! Double bonuses await 6,888p + 6,888p , For New players claim 1,000p + 1,77p at GoJackpotph15.icu",Gambling Scam,3
+6391247***53,"#PAYMAYA Don't miss out! Your PHP 1,000 Maya Voucher is expiring soon! Use it before June 30 and enjoy savings on load, bills, crypto and online shopping! paymaya.uk",Bank Scam,0
gcash,"Pay early, pay less! Enjoy lower fees when you repay your dues early with GCredit. Go to your GCash dashboard and tap GCredit to learn more.",Commercial Spam,1
+6396027***87,"True send bonus SL0T, registrat bonus, first top-up bonus, daily deposit bonus, weekly and monthly bonus, Web: win-c.life Winner !",Gambling Scam,3
+63640****000,"Shopee-Info: Dear Christopher, you are on our winners list today in Midsayap - Request your prize here: ilsj.me/VieUb",Raffle Scam,11
+63962****076,"Good day from BancoDeOro, As part of our continuous effort to bring you the best eWallet services, we advised you to verify your account information to continually access. Failure to do so will result in an account suspension. Verify here: bdo.url-ph.tw",Bank Scam,0
+63981****773,"Hi! We saw your resume online. We have a remote job opening, P1,500/day, 2hrs work lang. Send your CV at fleminggrey54@gmail.com para sa interview.",Job Scam,7
+63951****231,"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: slotswin.tv/xEi",Gambling Scam,3
+63910****576,Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: Ep1cwin.eu maglaro ngayun!,Gambling Scam,3
+6391076***51,Ano? Daily cashback at P777 na bonus? Halika at subukan lamang sa W19 Games! w19v1.xyz,Gambling Scam,3
BDO Deals,"Celebrate the holidays w/ more funds! Use your BDO Credit Card to get CASH up to P749,000. Pay P24,178.67/mo. for 36 mos. at 0.45% monthly interest. Ways to avail: - Visit BDO website, click Deals, search Rate Drop and click AVAIL NOW - Call (02) 8667-1680 - Log-in to your BDO Pay App, tap Cash Installment> Avail Cash Use Promo ID 432A4649AA Valid until 01/31/25. Availment, amount and rate are subject to BDO approval. T&Cs & fees apply. DTI206390",Commercial Spam,1
+6398106***56,Mag register at i-claim ang iyong 128% first deposit rewards up to 10888! Don't miss out the chance!:ty72.tv,Investment Scam,6
BDO Deals,"Enjoy exclusive Cruise Packages with BDO Credit or Debit Card. Choose from 8-day Alaska Cruise (USD 403), 8-day Mediterranean Cruise (USD 853) and more. Plus, avail of FLY NOW, PAY NEXT YEAR at 0% interest on 3 months term and pay 4 months later with BDO Credit Cards. Promo until December 6, 2024. Travel until December 8, 2025. Search BDO Cruise Exclusives on BDO website for T&C. DTI207657.",Commercial Spam,1
+63900****000,Slot machine platform magparehistro at tumanggap ng 15P Mag recharge ng 100P Kumuha ng 200P bo6.xyz/FqW,Gambling Scam,3
+63981****871,"Good day! May opening kami for online encoder, P1,800/day, walang exam. Reply sa email: caman6960234@gmail.com",Job Scam,7
SmartApp,"Hi SCOTT! Now's your chance to join Park Hyung-Sik's 2024 Asia Tour Fan Meet: SIKcret Time in Manila at the Smart Araneta Coliseum on Feb 17, 2024. Use your GigaPoints to redeem either a Silver or a Platinum ticket via the Smart App starting at 12:00NN on Feb. 7, 2024. Not enough points? Pay your Postpaid bill now via the Smart App (smrt.ph/GetSmartApp) to earn 5% cashback in GigaPoints. For more info, visit smrt.ph/SIKcretTime. T&Cs apply. Per DTI#185555.",Commercial Spam,1
BDO Deals,"Book your flights from Manila w/ Korean Air via online or ticket office using your BDO Cards as low as USD270 (Economy) & USD909 (Business) to Korea, USD657 (Economy) & USD3,420 (Business) to USA & USD1,080 (Economy) & USD3,600 (Business) to Europe. Enjoy FLY NOW, PAY LATER at 0% interest on 3 mos. term w/ BDO Credit Card when you book at the ticket office. Promo til 8/14/24. Search Korean Air Flash Sale on BDO website for T&Cs. CAB19770726s2024&DTI182961",Commercial Spam,1
+63908****325,"RESALE OFFICE and CONDO UNITS VERY MUCH LOWER THAN MARKET PRICE! - Ortigas, Makati, MOA Area - 25-150 sq.m available - Enjoy big discounts - Assume balance 0% interest SMS for inquiries - Thank you",Commercial Spam,1
NTC,"DICT:Good news! Ang mga online government services, nasa iisang app na! I-download na ang eGovPH App mula sa App Store and Google Play. Download eGovPH app now!",HAM,5
SMART,"Hi Scott ! Exciting news! Enjoy BONUS DATA with Signature Plans+ 1499! Upgrade to this plan by 20-October-2023, and get an extra 10 GB open-access data for FREE every month for 6 months, on top of your plan. To avail, our friendly Smart Team will reach out to you via call (from 888 or 0888) within the next 48 hours. You can also visit any of our Smart Stores (smrt.ph/bookanapp). Please disregard if you have already availed. T&Cs apply. DTI#164557&158952",Commercial Spam,1
+63951****711,phvegas.uk <-- Claim here! Nanalo ka ng P2760! Maglagay lamang ng P100 upang makuha ang panalo!,Gambling Scam,3
+63640****000,"Kuya, sabi mo pwede ka talagang manalo ng pera kapag naglaro ka sa unang pagkakataon. Nanalo lang ako ng P87635 Magkano ang napanalunan mo ngayon?177betk.info",Gambling Scam,3
GCash,"Win up to P10,000 GCash vouchers when you spend P1,000 with GCredit powered by CIMB at any Robinson's Supermarket or Robinsons Easymart! Per DTI Fair Trade Permit No. FTEB-166664 Series of 2023",Commercial Spam,1
+63992****293,"Dear customer, you are cordially invited to claim your benefits, JILI and EVO Bingo jackpots are waiting for you, you can visit here kuuo.in/qEEgw Fpsf",Prize Scam,10
GLOBE,"Hi! Just a reminder that of our systems check tomorrow, April 07, 2026, from 12:00 PM to 02:50 PM. During this time, you may experience difficulty in using our home internet and landline services for up to 50 minutes. We're sorry for the inconvenience. Don't worry, services will be back to normal once we complete our activity. Once completed, simply restart your modem to start surfing again. Thank you!",Commercial Spam,1
+63981****421,GOOD DAY! WE ARE ON SALE!! BUY 1 TAKE 1 SOLAR CCTV ALIKE--> https://s.lazada.com.ph/s.URNGL BUY 1 TAKE 1 SOLAR INDOOR--> https://s.lazada.com.ph/s.URNuX,Commercial Spam,1
+63923****639,HURRY ! 50% above SUPER SALE on ALL SOLAR LIGHT TODAY ONLY ! TIPID KURYENTE ! EMERGENCY LIGHTS ! CLICK BELOW https://www.lazada.com.ph/shop/saris-shoppe ..,Commercial Spam,1
+63967****605,Good job on the presentation! Everyone liked it.,HAM,5
mayarewards,"You boosted your Savings interest to 6% p.a. until Feb. 28, 2023! It'll start appearing in your Savings history tomorrow as 4.5% interest earned (up to P5M) plus 1.5% bonus interest (up to P100,000). No Savings? Open now and deposit by midnight to earn 6% p.a. daily! Promo until Feb. 28, 2023. DTI156276S22",Commercial Spam,1
+63981****875,"May offer ngayon, magrehistro at may 10 http://nab60q.com",Investment Scam,6
+63910****646,[Epicwin]: Experience the thrill of victory with EpicWin's Daily Cashback! Get up to 5000p Slot Welcome Bonus! Trusted Website: EpicWph.eu Play Now!,Gambling Scam,3
+6392125***40,"Manalo ng hanggang 100,000 sa Holiday Red Packet sa COINBURSTS! Pasabog na mga premyo sa bagong taon kaya magdeposit at manalo na! https://suo.yt/P3c0Yhy",Raffle Scam,11
+6395055***01,I-download ang programa at makakuha ng P117 ffx78.bid,Investment Scam,6
+6393007***52,Jackp0t hit na may 10min Mga premyo na kasing taas ng 7billion! download ngayon at makakuha ng P57. Kumuha ng128para sa iyong unang deposito~ zbpna.dhaui.ca,Gambling Scam,3
UnionBank,"You can still avail of your pre-qualified UnionBank Quick Loan! Loan up to P184900, get cash in your account in minutes, and pay off in light, easy installments! Quick, apply na! Apply via UnionBank app: 1. Log in > Go to main dashboard 2. Choose 'You qualify for a Quick Loan! Book now and get your money in an instant!' button and follow the step-by-step process Apply via UnionBank website: 1. Go to Loans > Quick Loans, select 'I have an invite code,' 2. Enter your invite code - 4842E4 for account number ending with 4605 Claim your offer before it expires on July 5, 11:59PM!",Commercial Spam,1
+6394783***47,"May mga additional bonus sa iyong unang deposito araw-araw, at makakakuha ka ng additional 50% na bonus. Ano pa ang hinihintay mo? http://jackpot7.world",Gambling Scam,3
+63981****006,"Experience the thrill at SBET! Slots Tournament is now open! Have chance to win VIVOX30, New members get up to 3,000p bonus. Signup now and Win Big! sbet1.icu",Gambling Scam,3
+6399944***41,"Hello, you have won the prize 658P to enter fsrdsr.com",Prize Scam,10
+63985****576,"Imagine, 4 pesos could turn into 5k! Play Gold Rush now. Visit bonus.fm/MvCHnqQChHjVN for the magic.",Gambling Scam,3
+63981****415,Pharaoh's Treasure offers you a chance to win 95k from just 45 pesos. Dare to win? Go to promolink.st/MbqmThj1.,Gambling Scam,3
+63900****000,May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: mooncow.de,Prize Scam,10
+63938****068,SOLAR 3 WAY LIGHT SOBRA GANDA AT FORMAL ILAGAY SA WALL CLICK FOR PRICE/BUY ---> https://s.lazada.com.ph/s.4ZgRn Shop Now: (NEW ITEM 58% OFF SALE) BUY 1 TAKE 1 TODAY ONLY!!! PAKICLICK ANG LINK SA TAAS PARA MAKITA AND PRESYO AT PICTURES. LED Super Bright 3 Adjustable Heads Motion Sensor Light Waterproof and Wireless TIPID SA KURYENTE !! IWAS MAGNANAKAW AT AKYAT-BAHAY SA GABI !!,Commercial Spam,1
+6396204***21,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088 http://lucky-777.world",Gambling Scam,3
+63981****761,SHOPEE x LAZADA 12.12 SALE! Up to 90% OFF + free shipping nationwide. Bili na bago maubos ang stocks: https://s.lazada.com.ph/s.UONbr,Commercial Spam,1
+63948****987,Maglaro <NAME> ngayong weekend at manalo ng IP.PRO14M3X at 5177 Bonus! 3% rebate sa bawat deposit! FNLVUytf2B8= wningp22lus.com/777LIFE,Gambling Scam,3
Savvy,PG GMAE - You received 188.00 P play or withdraw Register and receive !! https://sl07.pw/index?type=4&channelId=309,Gambling Scam,3
+63910****581,<REAL NAME> Start referring & earning at SUGARPLAY Earn everday Claim PHP18.88 now & refer sign up today: sugarbetslots4.com,Gambling Scam,3
+6394825***75,G C A S H Please be advised that we are asking everyone to verify their account to avoid deactivation. Click here: kernel.guru/G-Cash-HelpCenter,Bank Scam,0
+63950****154,"Alert! Your package delivery is currently on hold due to an unpaid handling fee/COD balance of ?85.00. To avoid automatic cancellation, settle your balance online now: http://t-t.ink/0kGri",Delivery Scam,2
+63640****000,Ikaw ay napili na makatanggap ng P2780 mula sa lucky8jil.ca! Sumali gamit ang number na ito at maglagay ng P100 upang ma-claim sa 24/7 customer support,Prize Scam,10
+6393002***58,Gcash. Account verification needed due to suspicious transaction. Kindly Visit: Cut.show/LTEsGcash to continue using our services,Bank Scam,0
+6390814***51,"Online Solaire Receive daily bonuses, log in to get P188 for free, multiple rewards, join now: solaire98.com",Gambling Scam,3
+63981****375,"Looking forward doon, benepisyo ng mga bago, magbukas ng account at may 10 http://u3mwdy.com",Investment Scam,6
+6398122***54,"Hi Scott, maglaro ng SABONG now in Google Verified APP! Redeem FREE PHP33 and game on. Download now at wlucku.com/WINNERCLUB777 or search Winner Club at Play Store.",Gambling Scam,3
+63985****250,"<REAL NAME>, Lucky Monday! Play slots & fishing, Get 50% Daily Deposit Bonus up to Php1,000 ! Sign-up today winningplusph.com",Gambling Scam,3
+63910****307,"hottest online games poker slots and P5,OOO bonus everday https://reurl.cc/9Gdz38 24/7 Immediate Cash In/Out",Gambling Scam,3
+63916****598,"NO.1 Ph onl!ne cas1no, B0nus up to 8,990 Sl0t web: 23.234.41.243:90 Sl0t vip url: panaloka. com Baraha: baraha2.com Or search fb ""676767x"" .",Gambling Scam,3
+63981****844,"Hinahanap mo ba ang susunod mong big win? 35 pesos lang sa Crazy Hunter, at baka 45k na ang iuuwi mo! Check mo na sa phpromo.website/i3tWwi0OhtT9UZ.",Gambling Scam,3
+63981****825,(NAME) ! Padalhan ka ng 5500 at libreng SPIN na laro sa W+! Halika at manalo ng IPHONE14PROMAX ngayon sa W+ winbet7u.com/14PROMAX,Prize Scam,10
+63981****724,"0 piraso na SOLAR LIGHTS sa halagang 1,999 grabeng BAGSAK PRESYO !! Click mo eto bumili bago magkaubusan --> https://s.lazada.com.ph/s.UIJvH PROMO TODAY ONLY Bili na bago magkaubusan, bagsak presyong solar para sa kaligtasan ng pamilya, ilagay sa parking or garden para makaiwas magnanakaw sa gabi",Commercial Spam,1
+63640****000,[NAME]. Maglaro ng W+ pagkatapos ng trabaho! Manalo ng IPHONE PROMAX 14 at iba't ibang reward! Magrehistro para makakuha ng 5500! win8plus.com/14PROMAX,Prize Scam,10
+63981****789,"Hello, get back at me via Robertforsch1@gmail.com regarding the urgent remote work opening, it's important.",Job Scam,7
+63930****163,"Get Ready For 29 Feb PayDay Blast Free 6,888p Bonus! Spin New Year Wheel to win Mitsubishi,Toyota Cars & iPhone 15! Claim Free 1,000p+177p at GoJackpotph23.icu",Gambling Scam,3
+63900****000,"BIGWIN Recharge ng P100 at makakatanggap ng 100% bonus, at 150% naman sa P500. Mas maraming recharge,mas maraming matatanggap!Link: bigwin.playwin.so",Prize Scam,10
+63907****642,"Hi,<REAL NAME>! Ang galing mo! May 18-888 raffle ticket ka! Click na dito: beeph.eu/n9m7 para makuha ang bonus mo!",Raffle Scam,11
+63935****975,"CONGRATULATIONS! You are today's lucky winner of P60,000 cash prize plus brand new laptop. Claim your reward within 24 hours: uppinas.com",Prize Scam,10
+63900****000,Enjoy high winning rates and unlimited daily rebates and bonuses! Sign up with GoJackpot right now to get 777 PHP for free. Visit GoJackpot2.world,Gambling Scam,3
+63981****660,"Kailangan mo ng pera ngayon? Quick cash loan up to P25,000, no requirements, no collateral, approved in 15 mins! Reply LOAN para sa link.",Loan Scam,8
+63981****916,"Winning Number 6FBJ:You have won $850,200USD in our 2022 Qatar FIFA WorldCup Prize award. Contact Cruz ttttimco@gmail.com and claim Prize",Prize Scam,10
BDO Deals,"Mastercard gives you special access to presale tickets. Get yours now for BUS in Manila. Presale starts March 26, 10:00AM to 11:59PM local time, only with your BDO Mastercard. Search BUS First Light in Manila on BDO web for T&C. DTI245475",Commercial Spam,1
BDO Deals,"Pre-order the new Samsung Galaxy S25 until Feb. 13 on BUY NOW, PAY LATER at 0% interest up to 36 mos w/ your BDO Credit Card! Plus, get Discounts & Cashback on 12, 24 or 36 mos term: - 5% OFF at Samsung online - Up to P7.5K OFF at Samsung Experience Stores - Up to P7.5K Cashback on min spend (net of discounts) on any Samsung products ENROLL in the Cashback promo w/ PROMO ID 432A4649AA by 2/28/25. Visit BDO website, search Samsung for T&Cs. DTI211072",Commercial Spam,1
+63985****762,Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash! lks22w.loan,Gambling Scam,3
+63951****668,Pinoy Slot Fiesta Holy Week! Register now for 12P free credits and enjoy bonuses up to 900P!Follow us on social media for more offers! PinoySlot.tv,Gambling Scam,3
+6396852***77,"PH SOCIAL SECURITY SYSTEM You can receive P1,951.9 from My.SSS in 2024. Please check and verify your employers payment record: sssc.mx/?PZK3h5Dj",Government Spoofing,4
+63981****209,"Ang aking pangarap sa para ating bansa ay ipagkaisa muli ang sambayanang Pilipino. At para tayo ay haharap sa buong mundo at sasabihin at isisigaw natin, ""AKO AY PILIPINO, TAAS NOO KAHIT KANINO!"" https://www.facebook.com/BongbongMarcos/videos/766933458023298/ Please LIKE & SHARE. Maraming salamat po!",Commercial Spam,1
+63640****000,"Guys, I just joined the car reviewer job and have earned 300P. Contact the manager to receive a 138P red envelope. px698.bid",Job Scam,7
+63991****557,Nandito na yung parcel mo sa labas.,HAM,5
BDO Deals,"Get up to P5K Cashback with your BDO Mastercard Credit Card for a cumulative spend on Retail and Dept Stores: -P50K for P2.5K Cashback -P100K for P5K Cashback *Min. P2K per transaction Enroll using Promo ID 432A4649AA Promo runs 02/01-03/31/25. For T&Cs, search Shopping Cashback on BDO Web. DTI212649.",Commercial Spam,1
+63950****765,realdealvisor. com/Live,Gambling Scam,3
+63963****347,"Magparehistro para makakuha ng 7777, tumaya araw-araw:â€€slotjoy.tv/bGRJ",Gambling Scam,3
unionbank,"Salaries disappear fast, especially during the holidays! Get a quick loan for some FAST CASH now! Receive up to P96000 in an instant and pay in light installments later. Apply via UB app: 1. Go to main dashboard 2. Choose 'You qualify for a Quick Loan! Book now and get your money in an instant!' button and follow the step-by-step process Apply via UnionBank website: 1. Go to Loans > Quick Loans, select 'I have an invite code,' 2. Enter your invite code - 6B3C4F Hurry! Claim your offer before it expires TODAY, Nov 30, 11:59PM!",Commercial Spam,1
BDO Deals,"Add a touch of sparkle to your style with stunning jewelry pieces! Buy Now, Pay Next Year at 0% interest up to 12 months term w/ your BDO Credit Card. Plus, save up to 55% and unlock exclusive freebies at: - Karat World - Oro China Jewelry - Manila Diamond Studio - Diagold - Hearts & Arrows - Just Jewels - Tessera - Miladay - Jeanett's Jewelry - and more Promo runs until Dec. 31, 2024. Visit BDO website, click Deals, search Jewelry for T&Cs. DTI202115",Commercial Spam,1
+63981****747,KUMITA NG MALAKI HABANG NASA BAHAY LANG. BE AN ONLINERS LIKE US!! INTERESTED? CLICK LINK BELOW: m.me/103766741492520,Job Scam,7
+63981****691,"Mag-claim ng 5500 na bonus at 3% cash rebate ngayon , upang manalo ng milyun-milyong bonus sa W.P5US! PMgaQlbmPw4= w3nn3gpl5s.com/M2l2k2ng-M2y2m2n",Prize Scam,10
+63997****441,"Deleted na ang message ng suspicious sender, nasa blocked list ko lang tong mga numbers. Verify your account credentials immediately to confirm no unauthorized access.",Bank Scam,0
+63640****000,Nanalo ako ng pera tuwing tumaya ako ng 500P at nanalo ng 10K. Maaaring ito ay isang BUG. Sumali ako sa l8shj7177a.uk/?hgbc6a,Gambling Scam,3
+63960****406,"PH best trusted CAS1N0, 24*7cash in/out, web: wind8.live Today the biggest B0NUS Slot, Up to 8888, web: 3uwin.live WoW! k",Gambling Scam,3
+63981****372,"Congratulations! Your mobile number was drawn as the 2nd Prize Winner in our 2026 Nationwide Loyalty Loyalty Draw. You won a brand new iPhone 16 Pro Max + ?50,000 cash (DTI Permit #9941). To claim your digital voucher code, register now: https://bit.ly/3AhQCjR",Raffle Scam,11
BDO Deals,"Use your BDO Mastercard to book flights via singaporeair .com and get special fares and perks! Reach a single-receipt spend of at least: *P30K = P2.5K worth of dining GC *P60K = P7.5K worth of shopping & dining GC and a one-night hotel stay voucher for travels w/in 01/01-09/30/25. Promo Code: FLYSQ2025 Book from 10/10-20/24 for travel til 09/30/25, unless specified. For T&Cs, visit the BDO website and search Singapore Airlines. DTI203875",Commercial Spam,1
+63981****170,"TGIF vibes at GoJackpot ! Don't miss out on the PayDay Blast ! Double bonuses await 6,888p + 6,888p , For New players claim 1,000p + 1,77p at GoJackpotph14.icu",Gambling Scam,3
BDO Deals,"Book these exclusive fares at The Great BDO Travel Sale as low as USD299 (Economy) & USD760 (Business) to Japan, USD404 (Economy) & USD2,850 (Business) to USA, USD563 (Economy) & USD2,145 (Business) to Europe. Book online at www. bdo. com. ph/ travel or onground at SMX Convention Center Aura, SM Aura Premier on Jan. 9-12, 2025 (10am-8pm). Travel til Dec. 31, 2025, unless specified. Search The Great BDO Travel Sale on the BDO site for T&Cs. DTI208190",Commercial Spam,1
