masked_celphone_number,text,intent,Cluster,
GCash,Mag-apply for instant cash up to P125K pang-home renovation with GLoan! Go to your GCash dashboard and tap GLoan to learn more.,Commercial Spam,,
GCash,Mag-load na straight from your phone! Buy Load to ALL networks using GCash! Go to your GCash dashboard and tap Buy Load to start!,Commercial Spam,,
GCash,"Pwedeng manalo ng up to P10,000 GCash vouchers when you spend P1,000 with GCredit powered by CIMB at any Robinson's Grocery Store!",Commercial Spam,,
GCash,"Win up to P10,000 GCash vouchers when you spend P1,000 with GCredit powered by CIMB at any Robinson's Supermarket or Robinsons Easymart! Per DTI Fair Trade Permit No. FTEB-166664 Series of 2023",Commercial Spam,,
GCash,"Panatag ka sa loan na may mababang interes, sigurado, at affordable! Kaya mag-GLoan na. Go to your GCash dashboard and tap GLoan to learn more.",Commercial Spam,,
GCash,Mag-load na straight from your phone! Buy Load to ALL networks using GCash! Go to your GCash dashboard and tap Buy Load to start!,Commercial Spam,,
GCash,"Need extra shopping funds? Avail a GLoan now! Approved agad, mababang interest, at easy cash. Tap GLoan to learn more.",Commercial Spam,,
GCash,Use GCredit powered by CIMB Bank to cop your budols sa TikTok Shop. Get up to P50K credit line and pay later!,Commercial Spam,,
GCash,"Kailangan ng extra funds pang shopping? Get up to P125K instant cash with GLoan. Easy cash, easy approval, & easy interest rate. Tap GLoan to learn more.",Commercial Spam,,
GCash,"Travel now, pay lighter! Book your flight & pay in 24 gives over 12 months with GGives. Book with zero down payment, & no credit card needed. Mag-GGives na!",Commercial Spam,,
GCash,Simulan ang negosyo with up to P125K instant cash straight to your GCash wallet via GLoan! Go to your GCash dashboard and tap GLoan to learn more.,Commercial Spam,,
GCash,FREE 1OO QR voucher for you! Just activate your GLoan to claim for a minimum spend of P300!,Commercial Spam,,
GCash,Sagot na ni GLoan ang 9.9 budols mo! Huwag papahuli sa best deals when you get affordable installments via GLoan! Tap Borrow > GLoan in the GCash app to avail.,Commercial Spam,,
GCash,"LAST CHANCE to GET P200 CASHBACK when you borrow with GCash using GCredit! Promo runs from Sept. 10-16, 2023. Per DTI Fair Trade Permit No. FTEB-174733 Series of 2023",Commercial Spam,,
GCash,"LAST CHANCE to GET UP TO P1000 CASHBACK when you borrow w/ GCash via GLoan! Promo runs from Sept. 10-16, 2023. Per DTI Fair Trade Permit # FTEB-174888 Series of 2023",Commercial Spam,,
GCash,"Enjoy shopping galore when you pay lighter with GGives! Enjoy zero down payment, no credit card needed, & pay in up to 24 gives over 12 months.",Commercial Spam,,
GCash,"Sagot muna ni GCredit ang kuryente, tubig, at iba pang bayarin! Pay later with GCredit.",Commercial Spam,,
GCash,Sagot muna namin ang pantawid gutom mo! Pwede na mag-GCredit sa mga 7/11 stores nationwide. Pay later for your convenience store essentials with GCredit!,Commercial Spam,,
GCash,Gutom ka na? Sagot muna namin ang paborito mong siopao! Use GCredit to pay later for your snacks and meals at 7-11 stores nationwide!,Commercial Spam,,
GCash,"Sagot namin ang TikTok budol mo this 10.10! Get P200 cashback when you pay with GGives in your TikTok Shop. Open to new users only from Oct. 9-11, 2023. DTI Fair Trade Permit No. FTEB-173513",Commercial Spam,,
GCash,Sagot na ni GLoan ang 10.10 budols mo! Huwag papahuli sa best deals when you get affordable installments via GLoan! Tap Borrow > GLoan in the GCash app to avail.,Commercial Spam,,
GCash,Stressed at antok? Sagot muna namin ang pangkape mo! Shop your favorite 7-11 items and pay later with GCredit!,Commercial Spam,,
GCash,"Mas mataas na ang iyong GLoan credit limit! Avail na ng easy pandagdag budget up to PHP 35,000! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Oct. 21, 2023.",Commercial Spam,,
GCash,Additional puhunan ba kamo? Sagot ka namin! May PHP 250 QR voucher ka pa when you apply for a GLoan.,Commercial Spam,,
GCash,"Sagot ka pa rin ni GLoan! Avail na ng easy cash up to PHP 35,000 para hindi na kulangin ang budget! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Oct. 21, 2023.",Commercial Spam,,
GCash,Road trip? Sagot na ng GCredit 'yan! Pay later for both AutoSweep & EasyTrip to enjoy a hassle-free trip. Mag-GCredit na!,Commercial Spam,,
GCash,Abot-kaya na ang shopping this weekend dahil sagot ka ni GGives! Pay in easy installments up to 24 mos. Tap Borrow > GGives on your GCash app to learn more.,Commercial Spam,,
GCash,"Get extra budget and vouchers! Enjoy up to P500 vouchers for Puregold, Shell, or 7-Eleven when you use GGives! Mag-GGives na! Per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",Commercial Spam,,
GCash,"Pwede pang humabol sa promo! Get up to P1K voucher you can use in Puregold, Shell, or 7-Eleven when you use GLoan! Mag-GLoan na! per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",Commercial Spam,,
GCash,Stressed at antok? Sagot muna namin ang pangkape mo! Shop your favorite 7-11 items and pay later with GCredit!,Commercial Spam,,
GCash,Saving up has never been this easy! Invest your way & be insured with Singlife Cash for Goals! Tap GInsure > Singlife to find out how.,Commercial Spam,,
GCash,Mag-checkout with GGives sa TikTok Shop from Nov. 7 to 11 and get a P200 cashback! Open to new GGives users only with min. spend P3000. DTI-173513,Commercial Spam,,
GCash,Go full tank even on a budget! Pay later at the nearest gas station with GCredit. Go to your GCash dashboard and tap GCredit to start using it.,Commercial Spam,,
GCash,Sagot na ni GLoan ang 11.11 budols mo! Huwag papahuli sa best deals when you get affordable installments via GLoan! Tap Borrow > GLoan in the GCash app to avail.,Commercial Spam,,
GCash,"Mapapasa'yo na ang mga nasa FYP this 11.11! Treat yourself with GCredit, powered by CIMB Bank & get your budols at TikTok Shop. Get up to P50K credit line & pay later!",Commercial Spam,,
GCash,"Mas mataas na ang iyong GLoan credit limit! May pandagdag budget up to PHP 25,000 na para sa Christmas shopping! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Nov. 17, 2023.",Commercial Spam,,
GCash,"Sagot ka ng GGives kahit saan man magshopping, kahit anong QR code ang iscan! GGives now available on non-GCash QR codes. Check our partner page for more info.",Commercial Spam,,
GCash,"Last chance to get your credit limit increase! Kunin na ang easy cash up to PHP 25,000 para hindi na kulangin ang budget sa papalapit na Pasko! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Nov. 17, 2023.",Commercial Spam,,
GCash,"Shop now, pay later sa Puregold with GGives para may chance kang manalo ng motor o ng bagong TV! Promo runs until Dec. 3, 2023, with min. spend of P1,500. DTI-179071",Commercial Spam,,
GCash,"Merrygalo ka when you pay later with GCredit! Get P150 voucher for every P1000 min. spend using GCredit. Mag-GCredit na, powered by CIMB! Promo runs from Nov. 23-30, and Dec. 15-22 Per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",Commercial Spam,,
GCash,"May budget pangregalo ka na, may voucher ka pa when you pay with GGives! Get a P500 Voucher with a min. spend of P6,500 using GGives. I-GGives mo na 'yan! Promo runs from Nov. 23-30, and Dec. 15-22 Per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",Commercial Spam,,
GCash,"Pwede ka pang humabol for a chance to win a Yamaha Aerox, Samsung Washing Machine, or prizes worth up to P3M! Spend a min. of P1000 using GCredit to earn 1 raffle entry. Join now and use GCredit! Promo runs from Nov. 1 to Dec. 31, 2023! Per DTI Fair Trade Permit No. FTEB-179227 Series of 2023",Commercial Spam,,
GCash,"Toyota Vios pwedeng mapasaiyo! Spend at least â‚±1,000 using GCredit for a chance to win up to â‚±3Million worth of prizes. Sali na sa GCredit Raffle Promo! Promo runs from Nov. 1 - Dec. 31, 2023. Per DTI Fair Trade Permit No. FTEB-179227 Series of 2023",Commercial Spam,,
GCash,Sagot namin ang beauty goals mo!Â  Get your favorite skincare products without a credit card. Shop with GGives now!,Commercial Spam,,
GCash,Beat the Christmas rush and shop for gifts online! Checkout with GGives from TikTok Shop or Zalora para pwedeng magbayad in affordable installments.,Commercial Spam,,
GCash,No worries kahit napadami ang laman ng cart mo! Choose GCredit as a payment method & pay later to enjoy shopping online using your instant credit line.,Commercial Spam,,
GCash,"Sagot ka namin ngayong Pasko! Enjoy your increased credit limit of PHP 25,000 sa GLoan! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Dec. 27, 2023.",Commercial Spam,,
GCash,"May budget pangregalo ka na, may voucher ka pa when you pay with GGives! Get a P500 Voucher with a min. spend of P6,500 using GGives. I-GGives mo na 'yan! Promo runs from Nov. 23-30 and Dec. 15-22. Per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",Commercial Spam,,
GCash,Make Christmas shopping more affordable with GGives! Shop at your fave stores & pay in installments. View your available credit limit on your GGives dashboard.,Commercial Spam,,
GCash,Go full tank even on a budget! Pay later at the nearest gas station with GCredit. Go to your GCash dashboard and tap GCredit to start using it.,Commercial Spam,,
GCash,"Mas merry ang Christmas shopping with GLoan! Avail na ng easy cash up to PHP 25,000 para hindi na kulangin ang budget! Tap Borrow > GLoan in the GCash app to avail.  Promo runs until Dec. 27, 2023.",Commercial Spam,,
GCash,"Last chance to get your credit limit increase! Kunin na ang easy cash up to PHP 25,000 para hindi na kulangin ang budget this holiday season! Tap Borrow > GLoan in the GCash app to avail.  Promo runs until Dec. 27, 2023.",Commercial Spam,,
GCash,Madali ang biyahe â€˜pag loaded ang RFID! Top up na para sa smooth travel & pay later with GCredit. Go to your GCash dashboard and tap GCredit to start using it.,Commercial Spam,,
GCash,"Sagot muna ni GCredit ang kuryente, tubig, at iba pang bayarin! Pay later with GCredit.",Commercial Spam,,
GCash,"Pwede ka na mag-crypto sa GCash! Madali, mabilis, at siguradong secure. Start your crypto journey with GCrypto today!",Commercial Spam,,
GCash,"Panatag ka sa loan na may mababang interes, sigurado, at affordable! Kaya mag-GLoan na. Go to your GCash dashboard and tap GLoan to learn more.",Commercial Spam,,
GCash,"Mas mataas na ang iyong GLoan credit limit! Avail na ng easy pandagdag budget up to PHP 25,000! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Jan. 20, 2024.",Commercial Spam,,
GCash,Enjoy hassle free travel when you use GCredit to pay later for your Easytrip and Autosweep. Go to your GCash dashboard and tap GCredit to start using it.,Commercial Spam,,
GCash,"Last chance to get your credit limit increase! Kunin na ang easy cash up to PHP 25,000 para hindi na kulangin ang budget ngayong 2024! Tap Borrow > GLoan in the GCash app to avail.  Promo runs until Jan 20 2024. ",Commercial Spam,,
GCash,Want the best and latest gadgets and devices? Upgrade today with no credit card needed. Mag-GGives na!,Commercial Spam,,
GCash,Di kailangang mahal ang car maintenance kasi pwede nang bayaran nang hulugan. I-GGives mo na 'yan.,Commercial Spam,,
GCash,Invest in the best hair tools para best hairday every day. Pay in easy installments with GGives!,Commercial Spam,,
+6398555***61,"100% cash bonus for depositing every day!
s6fha.bid",Investment Scam,,
+6390704***45,"February Welcome, come to JILIVIP to play slot and win big prizes. Deposit 177 and get 354: 6459.de/yvJl",Gambling Scam,,
+6394636***84,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. qytb.bid",Job Scam,11,
+6396388***68,"[ Betso88 x Epicwin ]: Hi EPIC Member !

ATTENTION !!
Dont forget to claim your FREE CREDIT in Inbox !!

Trusted website : EpicWin3.tv",Gambling Scam,,
+6396381***89,"GET 1777 PHP FOR FREE
Join: linksph.eu/MsSON",Investment Scam,,
UnionBank,"Need cash right this minute?! Say no more! Loan up P87400 and get cash in your account in minutes! What are you waiting for?! Apply Now! 

Apply via UnionBank app:   
1. Log in  > Go to main dashboard   
2. Choose 'You qualify for a Quick Loan! Book now and get your money in an instant!' button and follow the step-by-step process  

Apply via UnionBank website:   
1. Go to Loans > Quick Loans, select 'I have an invite code,'  
2. Enter your invite code - 744BF8 for account number ending with 4605
Claim your offer before it expires on Mar 31, 11:59PM!  ",Commercial Spam,,
UnionBank,Get P100 cashback on your first-ever Pay Bills transaction with UnionBank Online! Promo runs â€˜til 15Junâ€™23. Visit UnionBank website for details. DTI162991s23,Commercial Spam,,
UnionBank,"Planning for a vacation but you're short on funds? Good thing you're PRE-QUALIFIED for a UnionBank Quick Loan. Borrow up to P223500 & receive it in just a few minutes! On top of that, enjoy our low interest rates. Apply Now!

Apply via UnionBank app:   
1. Log in  > Go to main dashboard   
2. Choose 'You qualify for a Quick Loan! Book now and get your money in an instant!' button and follow the step-by-step process
 
Apply via UnionBank website:   
1. Go to Loans > Quick Loans, select 'I have an invite code,'  
2. Enter your invite code - F6B9C5 for account number ending with 4605
Claim your offer before it expires on April 22, 11:59PM!  ",Commercial Spam,,
UnionBank,Today is WIN-THIS-DAY! Get P100 cashback on your 1st ever Pay Bills transaction with UB Online! Visit UB website for details! DTIFTEB162991s23,Commercial Spam,,
UnionBank,"CONGRATULATIONS! You're Pre-Qualified for a UnionBank Quick Loan! Get cash in minutes of up to P191500 and pay off in light easy payments with our low interest rates!

Apply via UnionBank app:   
1. Log in  > Go to main dashboard   
2. Choose 'You qualify for a Quick Loan! Book now and get your money in an instant!' button and follow the step-by-step process  

Apply via UnionBank website:   
1. Go to Loans > Quick Loans, select 'I have an invite code,'  
2. Enter your invite code - BA7ECA for account number ending with 4605
Claim your offer before it expires on May 22, 11:59PM!  ",Commercial Spam,,
UnionBank,ADVISORY: We are currently experiencing some system issues that will prevent you from getting a Quick Loan. We apologize for any inconvenience this may have caused. We will update you as soon as our system is back.,Commercial Spam,,
UnionBank,"Enjoy your shopping with a flexible card that fits your needs. Get 1% cashback for every purchase PLUS get FREE P5,000 Cashback when you apply for a UnionBank Cashback Mastercard. Easily apply online via the UnionBank website today! Promo valid until June 30, 2023. T&C apply. DTIFTEB162150s23",Commercial Spam,,
UnionBank,"JUST FOR YOU: Apply for a Citi Rewards Card & get P2,000 GCash + no annual fee forever when you spend at least P20,000 w/in 60 days from approval. Plus,get a chance to win P50,000 GCash eGift. Apply at citi[.]asia/phwsre (remove brackets when copying URL onto your browser). More details at citi[.]asia/phwstc. Promo is until 06/30/23. DTI166339S23. This product is sold by Union Bank of the Philippines, using certain trademarks temporarily under license from Citigroup Inc. and related group entities.",Commercial Spam,,
UnionBank,Only 1 week left for you to enjoy P100 cashback on your 1st Pay Bills transaction! Login to your UB Online now! Visit UB site for details. DTIFTEB162991s23,Commercial Spam,,
UnionBank,"Get the cash you need in minutes with UnionBank Quick Loans! Loan up to P113200 and pay it back in light, and easy installments! Quick, apply now via the UnionBank Online app or website using the invite code 7E3AF4 for account number ending 4605. Offer is valid until Aug 22.",Commercial Spam,,
UnionBank,"Get the cash you need in minutes with UnionBank Quick Loans! Loan up to P113200 and pay it back in light, and easy installments! Quick, apply now via the UnionBank Online app or website using the invite code 7E3AF4 for account number ending 4605. Offer is valid until Aug 22.",Commercial Spam,,
UnionBank,"Don't miss out on this fantastic opportunity to get up to P113200 without any credit checks or delays with UnionBank Quick Loans! You can pay it off in light, easy installments with our affordable financing rates!
Apply now via the UnionBank Online App or website using the invite code 7E3AF4 for account number ending 4605. Offer is valid until today, Aug. 22, 2023.",Commercial Spam,,
UnionBank,"Good news! We have extended the deadline to apply for your PRE-QUALIFIED UnionBank Quick Loans! This is your last chance to loan up to P113200 without any credit checks or delays. You can pay-off in light, easy installments with our affordable financing rates!
Apply now via the UnionBank Online App or website using the invite code 7E3AF4 for account number ending 4605. Offer is valid until Sept 5, 7PM.",Commercial Spam,,
UnionBank,"This offer ends soon! Don't miss out on this opportunity to get up to P113200 in an instant! Quick, apply now via the UnionBank Online app or website https://cs.unionbankph.com/quickloan using the invite code 7E3AF4. Offer is valid until TODAY, Aug 31, 2023.
 
Kindly overlook this message should you have previously secured a loan in the month of August.",Commercial Spam,,
UnionBank,"Good news! We have extended the deadline to apply for your PREQUALIFIED UnionBank Quick Loans. This is your last chance to get up to P113200 in an instant! Quick, apply now via the UnionBank Online App or website https://cs.unionbankph.com/quickloan using the invite code 7E3AF4. Offer is valid until SEPT 5, 2023, 7PM. Please disregard this message if you have previously secured a loan last August.",Commercial Spam,,
UnionBank,"Your dream car is within reach when you apply for a UnionBank Auto Loan! To know more about the latest Auto Loan Deals, you may visit the UnionBank website or e-mail us at vehiclefinance@unionbankph.com.",Commercial Spam,,
UnionBank,"Get the funds you need to make this a delightful Christmas with your loved ones. With UD Loans by UnionDigital Bank, you can borrow up to P174900 and enjoy affordable interest rates! Apply now via https://loans.uniondigitalbank.io using the invite code 4FAAAF. Offer is valid until Dec 11,2023 11:59PM.",Commercial Spam,,
UnionBank,"In need of extra cash? Apply for UD Loans by UnionDigital Bank and get the cash you need in minutes! Loan up to P174900 and pay it back in light and easy installments! Apply now via https://loans.uniondigitalbank.io using the invite code 4FAAAF. Offer is valid until Dec 31, 2023 11:59 PM.",Commercial Spam,,
UnionBank,"This offer ends soon! Get the extra cash you need of up to P174900 with UD Loans by UnionDigital Bank and repay it with our convenient, budget-friendly installment plans.

Apply now via https://loans.uniondigitalbank.io using the invite code 4FAAAF for your account ending in 4605.

Offer is valid until Dec. 31, 2023, 11:59 PM.",Commercial Spam,,
+6396497***15,"New Players  JILIViP
First deposit 177P  get 177P bonus:6384.de/yvJl",Gambling Scam,,
+6394637***13,"Mag-recharge ng 100P sa unang pagkakataon at makakuha ng 166P
okwin.tv",Investment Scam,,
+6396347***62,"Banco De Oro

You're having issues with account security. Please review them at tera.vin/SecurityBDO

Sincerely, BANCO DE ORO",Bank Scam,3,
SMART,Playoff action is here with NBA League Pass! Get superstar-level streaming for only P425/month with Smart Signature smrt.ph/nbaleaguepass,Commercial Spam,,
SMART,Playoff action is here with NBA League Pass! Get superstar-level streaming for only P425/month with Smart Signature smrt.ph/nbaleaguepass,Commercial Spam,,
SMART,"Don't miss the FIBA World Cup Draw & watch global Fil-Am star Saweetie, Sarah G, & more LIVE
TONIGHT at 7:30PM on the Smart LiveStream App: smrt.ph/livestream",Commercial Spam,,
SMART,"Your SMART Account 1065364464 has reached 80% of your Credit Limit. Your credit limit balance may not be sufficient for this billing period. To enjoy continuous service, we encourage you to make partial payment by visiting smrt.ph/GigaLifeApp. Thank you.",Commercial Spam,,
SMART,"Don't miss the FIBA World Cup Draw & watch global Fil-Am star Saweetie, Sarah G, & more LIVE APRIL 29 at 7:30PM on the Smart LiveStream App smrt.ph/livestream",Commercial Spam,,
SMART,"Support our Filipino athletes as they go for gold in the 32nd SEA Games, LIVE from May 5 to 17 on the
Smart LiveStream App smrt.ph/livestream",Commercial Spam,,
SMART,"Get a chance to see Chris Hemsworth live and win tickets to Netflix's Extraction 2 Premiere on June 5, 2023 (Mon) at SM Mall of Asia!

Join the Smart Postpaid Extraction 2 Raffle:
1) Activate the Netflix bundle on your Signature Plan
2) Register at the promo webpage: smart.com.ph/Postpaid/extraction2

Visit the promo page for more details. If you have moved to a Postpaid plan without Netflix, please disregard message. T&Cs apply. DTI#167544",Commercial Spam,,
SMART,SMART welcomes you back to the Philippines!  We hope you had an enjoyable trip.,Commercial Spam,,
SMART,We'll be happy to see you in our store located at 3/F Glorietta 1. Visit us for any of your PLDT & SMART needs.,Commercial Spam,,
SMART,"Hi Scott ! Exciting news! Enjoy BONUS DATA with Signature Plans+ 1499! Upgrade to this plan by 20-October-2023, and get an extra 10 GB open-access data for FREE every month for 6 months, on top of your plan.

To avail, our friendly Smart Team will reach out to you via call (from 888 or 0888) within the next 48 hours. You can also visit any of our Smart Stores (smrt.ph/bookanapp). Please disregard if you have already availed. T&Cs apply. DTI#164557&158952",Commercial Spam,,
SMART,"Laban, Pilipinas! Support our athletes in the 19th Asian Games this Sep 23 - Oct 8! Stream it LIVE FOR FREE on the Smart LiveStream App: smrt.ph/livestream",Commercial Spam,,
SMART,"SMART: Get up to 15GB monthly BONUS data x 6 months when you renew to Signature Plans+

Call *888 NOW! T&C apply",Commercial Spam,,
SMART,"Your data BONUS from Smart awaits you, Scott !

Get your gift of FREE 10 GB data per month for 6 months when you renew to Smart Signature Plan 1499 until 20-October-2023.

You may renew by booking a virtual appointment via smrt.ph/bookanappSMS. Please disregard if you have already renewed your plan. T&Cs apply. Thank you!",Commercial Spam,,
SMART,Lakers vs Nuggets tip-off the season on NBA League Pass! Stream all the games LIVE for only P425/mo by charging to your postpaid bill smrt.ph/NBALPPosSMS,Commercial Spam,,
SMART,Now serving PLDT customers at PLDT Smart LG Cyberzone SM Manila. Visit us for any of your sales and aftersales needs.,Commercial Spam,,
SMART,"2/2 Promo until November 5, 2023 only.",Commercial Spam,,
SMART,1/2 Travelling to anywhere in Asia soon? Pre-book the GigaRoam Asia 3GB data roaming for only P699. It works in 13 countries. Get it at gigaroam.smart.com.ph,Commercial Spam,,
SMART,SMART: Enjoy 2x the data or MORE with the new Signature Booster you love! Check it NOW smrt.ph/GetSmartApp,Commercial Spam,,
SMART,Now serving PLDT customers at PLDT Smart L/G Cyberzone SM Manila.Visit us for any of your PLDT & SMART needs.,Commercial Spam,,
SMART,The new NBA In-Season Tournament is on NBA League Pass! Stream all the games LIVE for only P425/mo by charging to your postpaid bill smrt.ph/NBALPPosSMS,Commercial Spam,,
SMART,"As a valued Smart Postpaid customer, we've got a special treat for you!

Indulge in premium beauty and skincare products that elevate your routines and provide a touch of luxury with these exclusive Lazada codes for Clinique and  Estie Lauder flagship stores for incredible discounts and promotions.

Clinique: smrt.ph/CliniquexSmart
Estee Lauder: smrt.ph/EsteeLauderxSmart

Thank you for choosing Smart.

Redeem from Nov 11-13, 2023 only. T&Cs apply.",Commercial Spam,,
SMART,"As a valued Smart Postpaid customer, we've got a special treat for you!

Indulge in premium beauty and skincare products that elevate your routines and provide a touch of luxury with these exclusive Lazada codes for Clinique and Estee Lauder flagship stores for incredible discounts and promotions.

Clinique: smrt.ph/CliniquexSmart
Estee Lauder: smrt.ph/EsteeLauderxSmart

Thank you for choosing Smart.

Redeem from Nov 11-13, 2023 only. T&Cs apply.",Commercial Spam,,
SMART,"Planning a trip abroad? Check out Smart's data roaming packs on the GigaRoam website.

Pre-book now at gigaroam.smart.com.ph",Commercial Spam,,
SMART,"ADVISORY: Smart is also using two official outgoing caller IDs; 0888 and 888, to assist you with your plan renewal and package upgrade requests.

You can safely answer calls from these numbers knowing that it is Smart reaching out to help you by providing a reliable and secure customer experience.",Commercial Spam,,
SMART,"Hi, Scott ! Enjoy seamless connectivity for your loved ones by adding an extra Postpaid line. Simply present one valid ID and this code: OPT000023 at your chosen Smart Store to explore the latest phones and offers or call *888. Live more today with Smart! T&Cs apply.",Commercial Spam,,
SMART,"Hello Scott! Unleash the perks of being a Smart Postpaid subscriber! Enjoy a P5,000 Welcome Gift from UnionBank when you apply for their UnionBank Rewards Credit Card and enroll your Postpaid Account to Auto Bills Payment.

+ No Annual Fees Forever when you spend P20,000 within 60 days of Auto Bill enrollment.

Apply now! smrt.ph/UBWelcomeGift

Promo runs until Feb. 29, 2024. T&Cs apply. DTI#181104",Commercial Spam,,
SMART,"As a valued Smart Postpaid Subscriber, we have a special treat in store just for you! 

Take your entertainment to the next level with a Cignal Postpaid Plan subscription! 

Visit smrt.ph/SmartxCignal to avail. Thank you for choosing Smart. 

Promo is valid until December 31, 2023. T&Cs apply. DTI#175997",Commercial Spam,,
SMART,"Because celebrations are meant to be shared, streamed, and video-called! Stay connected throughout the holidays and capture every moment with Smart. Make this festive season even brighter with the country's fastest network! Track usage at smrt.ph/GetSmartApp",Commercial Spam,,
SMART,Lakers vs Celtics & more play on NBA Christmas Day this December 26! Stream all the games LIVE on NBA League Pass for only P425/mo smrt.ph/NBALPPosSMS,Commercial Spam,,
SMART,"Wishing you meaningful connections this Holiday Season, Scott! 

May your celebrations be filled with joy, love, and moments that warm your heart. Here's to more shared memories in the coming year! 

Happy Holidays from your Smart family!",Commercial Spam,,
SMART,"Make the Holidays merrier with this perfect gift, Scott !

Enjoy seamless connectivity and unli AllNet mobile calls and texts with your loved ones by adding an extra Postpaid line. Plus, get a FREE limited edition Parka jacket when you avail of Signature SIM-only plan 1499 and up until Jan. 23, 2024, or while supplies last. 

Simply present one valid ID and this code: <OPT000023> at your chosen Smart Store to explore the latest phones and offers or call *888.T&Cs apply.",Commercial Spam,,
SMART,"We're ringing in the New Year with gratitude! 

Our heartfelt thanks, Scott! Your unwavering loyalty has been the cornerstone of our success, and we are sincerely grateful.

Cheers to an amazing 2024 from your Smart Family!",Commercial Spam,,
SMART,"Cheers to a new year, Scott! Start 2024 with a bang as a Smart Postpaid subscriber! Reap your rewards with a P5,000 Welcome Gift from UnionBank when you apply for their UnionBank Rewards Credit Card and set up Auto Bills Payment for your Postpaid Account.
But that's not all - say GOODBYE to Annual Fees FOREVER! Just spend P20,000 within 60 days of approval.

Apply now! smrt.ph/UBWelcomeGift

Promo runs until Feb. 29, 2024. T&Cs apply. DTI#181104",Commercial Spam,,
SMART,"Hi, Scott! Uncover the rewards of being a Smart Postpaid subscriber. Score an awesome P5,000 Welcome Gift from UnionBank when you apply for their UnionBank Rewards Credit Card and enroll your Postpaid account to Auto Bills Payment. 

+ No Annual Fees Forever when you spend P20,000 within 60 days from approval.

Apply now! smrt.ph/UBWelcomeGift

Promo runs until Feb. 29, 2024. T&Cs apply. DTI#181104",Commercial Spam,,
SMART,"Gear up for a year with NO LIMITS, just endless possibilities, Scott !

Enjoy seamless connectivity and unli AllNet mobile calls and texts with your loved ones by adding an extra Postpaid line.

Simply present one valid ID and this code: <OPT000023> at your chosen Smart Store to explore the latest phones and offers or call *888.T&Cs apply.",Commercial Spam,,
SMART,1/3 ADVISORY: #StaySmart and avoid unwanted international call charges! Double-check the number before calling back a missed call from an international number.,Commercial Spam,,
SMART,"2/3 Verify it easily by checking if the number is already in your saved contacts list. If you're unsure of the number, do not return the call,",Commercial Spam,,
SMART,3/3 or you will incur charges. Immediately report any suspicious calls or messages for FREE by calling us at *888.,Commercial Spam,,
+6396497***79,Breaking news! Panalo Poker is here! Dive into the first PVP poker platform in the Philippines! Bonus giving and special prizes come join panalo.tv/bonus,Gambling Scam,,
+6398539***42,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. hjga.bid",Job Scam,13,
+6396351***69,"New platform is online with lots of discounts,New Players  Register &  download  APP to get Angapao P688 + mysterious bonus:jl22.tv/reward",Gambling Scam,,
+6393035***29,"Finally, Thanks god it's Friday at GoJackpot! Claim Free 6,888p Today, February 2! New players Enjoy Free 777p + 177p ! Join Now at GoJackpot2.tv",Gambling Scam,,
+6396490***72,New Players at JILIViP  Register   download  APP to get Angapao P688 + mysterious bonus:jl11.tv/bonus,Gambling Scam,,
+6396380***61,"Hello, you have won the prize 17-177P to enter:
 lmy.de/GErp",Prize Scam,,
+6398555***10,It is easier to get a daily salary of 300P. Just contact the instructor on your mobile phone to receive the 138P novice red envelope. qhmz.bid,Job Scam,,
+6395053***64,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. qhmz.bid",Job Scam,,
+6396495***25,"CC6 Promo! Free 777 PHP!
NO CASHOUT CONDITIONS!
7777% LUCK BONUS on first 777 bets!
GET FREE MONEY: linksph.eu/OkFUZ",Gambling Scam,,
+6395177***66,"Tomorrow's Payday Blast on GoJackpot, Jan 30 & 31! New players grab 777p & 177p bonus + 155% Extra Deposit Bonus. Play & Win millions Prizes at GoJackpot.tv",Gambling Scam,,
+6393075***11,"Invite to Get FREE B0NUS upto 10K P.
Daily Bonus up to 2770 P!
You can't miss it:
>>> jilislot-vip. com
>>> gslj.fit/crazyc",Investment Scam,,
+6398556***63,Begin your journey to prosperity! Grab the New User Giveaway at JILI747! 8000p + 888p. Let luck guide your adventures at JILi747c.tv,Raffle Scam,,
+6396495***44,>>> phlink.eu/POJCz  <<< CC6 PROMO! Free 177 PHP on register,Other,,
+6395053***12,"Mag-recharge ng 100P at makakuha ng 166P
phwin.tv",Investment Scam,,
+6396490***09,Win a big price everyday up to 188K Bonus. Log in now!9910.Ð¾Ð¼ÑÐº.Ñ€ÑƒÑ,Gambling Scam,,
